review_text,fake_prob,cleaned,word_count,is_short,is_non_english,raw_fake_prob,cal_fake_prob,label_current_app.py,label_youden's_j,label_cost-sensitive,label_natural_valley,label_percentile,label_conservative,label_recommended,label_strict
"The product is okay, but could have been better for the price.""",0.3846611082553863,"The product is okay, but could have been better for the price.""",12,False,False,3.4421507734805346e-05,0.00024734465884189975,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Looks stylish, fabric quality is above average, comfort and size issue as lower in standard size.",0.9427863955497742,"Looks stylish, fabric quality is above average, comfort and size issue as lower in standard size.",16,False,False,0.030273577198386192,0.05724829892022054,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Good shirt and money worth Good quality and fit in size,0.002421835437417,Good shirt and money worth Good quality and fit in size,11,False,False,0.00010867242235690355,0.0006260806344763678,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
It's soo thin & quality is also low..i brought L size still some measurement issue is there.,0.9052096605300904,It's soo thin & quality is also low..i brought L size still some measurement issue is there.,17,False,False,0.01563674956560135,0.033981373258876874,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
decent quality with good comfort,0.9009355306625366,decent quality with good comfort,5,False,False,0.08565687388181686,0.12859719390198465,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
The quality isn't great but okay in this price range,0.6593896746635437,The quality isn't great but okay in this price range,10,False,False,0.0002668729575816542,0.0012932930518236912,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Gharpe pehane k liye accha he,0.2020137906074524,Gharpe pehane k liye accha he,6,False,False,0.27702778577804565,0.315365265033835,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Product is shown on the site and what I received its too different. Value of money is good but the size and comfort its not good. Its not fit to body.,0.916646420955658,Product is shown on the site and what I received its too different. Value of money is good but the size and comfort its not good. Its not fit to body.,31,False,False,1.5156949302763678e-05,0.00012749549284350774,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Ha ha ha antha material irukey !!!! ada da ! the cheapest quality nylon material shirt. 400rs is still a big money I believe.,0.2174997180700302,Ha ha ha antha material irukey !!!! ada da ! the cheapest quality nylon material shirt. 400rs is still a big money I believe.,24,False,False,0.0005272165290080011,0.00224033648475139,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
The fabric of the cloth is good and its comfortable and it fits perfectly.Its lightweight and the most important thing it looks really good.,0.9820512533187866,The fabric of the cloth is good and its comfortable and it fits perfectly.Its lightweight and the most important thing it looks really good.,24,False,False,3.0630428227595985e-05,0.00022509192031416452,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"This shirt is excellent! The fabric is very comfortable and breathable. The fit is true to size and it looks very stylish.""",0.956876814365387,"This shirt is excellent! The fabric is very comfortable and breathable. The fit is true to size and it looks very stylish.""",22,False,False,1.7271484466618858e-05,0.00014168439892606085,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"I recently bought this shirt and I am very happy with it. The fabric quality is very good and it feels comfortable to wear all day. The fitting is perfect and the design looks stylish. It is suitable for both casual and formal occasions. The color is exactly the same as shown in the pictures. Overall, it is a great product and totally worth the price.",0.9867565631866456,"I recently bought this shirt and I am very happy with it. The fabric quality is very good and it feels comfortable to wear all day. The fitting is perfect and the design looks stylish. It is suitable for both casual and formal occasions. The color is exactly the same as shown in the pictures. Overall, it is a great product and totally worth the price.",66,False,False,7.012299192865612e-06,6.839297486562882e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"A few days ago, I bought the DEELMO Men’s Stylish Cotton Blend Casual Shirt from Amazon. The product is good, but considering the price, the quality could have been better. Right now, it feels overpriced..!!!! If you want to buy clothes, you can buy them from Myntra.!!",0.8583240509033203,"A few days ago, I bought the DEELMO Men’s Stylish Cotton Blend Casual Shirt from Amazon. The product is good, but considering the price, the quality could have been better. Right now, it feels overpriced..!!!! If you want to buy clothes, you can buy them from Myntra.!!",47,False,True,8.142859769577626e-06,7.717308652232879e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"I recently purchased this shirt and I’m really impressed with the quality. The fabric feels soft and comfortable to wear throughout the day. Fit is just perfect, not too tight or too loose.",0.9393253326416016,"I recently purchased this shirt and I’m really impressed with the quality. The fabric feels soft and comfortable to wear throughout the day. Fit is just perfect, not too tight or too loose.",33,False,True,1.1443574294389691e-05,0.00010159642611758614,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"I am really impressed with this shirt. The material is soft, breathable, and feels much higher quality than I expected for the price. I ordered my usual size, and it fits perfectly—not too tight, but nicely tailored. The color is exactly as shown in the listing, and it didn't shrink or fade after the first wash. Highly recommend!",0.9501835703849792,"I am really impressed with this shirt. The material is soft, breathable, and feels much higher quality than I expected for the price. I ordered my usual size, and it fits perfectly—not too tight, but nicely tailored. The color is exactly as shown in the listing, and it didn't shrink or fade after the first wash. Highly recommend!",58,False,True,7.441869456670247e-06,7.175895911866986e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"I recently ordered this shirt and I’m very satisfied with the purchase. The fabric quality is good and comfortable for daily wear. The stitching is neat and the fitting is accurate as per the size chart. The color and design look exactly like the product images on the page. Overall, it’s a great value for money and I would recommend it to others.",0.975266456604004,"I recently ordered this shirt and I’m very satisfied with the purchase. The fabric quality is good and comfortable for daily wear. The stitching is neat and the fitting is accurate as per the size chart. The color and design look exactly like the product images on the page. Overall, it’s a great value for money and I would recommend it to others.",63,False,True,6.668849437119206e-06,6.56732783362603e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"The DEELMO Men’s Stylish Cotton Blend Casual Shirt is a great choice for both casual office wear and outings. The cotton blend fabric is comfortable, lightweight, and breathable, making it suitable for all-day use. The full sleeves and button-down design give it a smart, stylish look, while the dual flap pockets add a trendy touch. The fit is good and pairs well with jeans or formal trousers. Stitching and overall quality are satisfactory for the price, though the fabric could be slightly thicker. Overall, a stylish and practical shirt that offers good value for money.",0.7851412296295166,"The DEELMO Men’s Stylish Cotton Blend Casual Shirt is a great choice for both casual office wear and outings. The cotton blend fabric is comfortable, lightweight, and breathable, making it suitable for all-day use. The full sleeves and button-down design give it a smart, stylish look, while the dual flap pockets add a trendy touch. The fit is good and pairs well with jeans or formal trousers. Stitching and overall quality are satisfactory for the price, though the fabric could be slightly thicker. Overall, a stylish and practical shirt that offers good value for money.",95,False,True,9.231460353475995e-06,8.540784996318258e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Good fabric quality and comfortable for daily wear. The material is breathable and looks suitable for both casual and office use. However, the fit could be better, and the material thickness is lower than expected—product images should reflect the actual thickness more accurately. Overall, a good shirt with minor improvements needed.",0.8808450698852539,"Good fabric quality and comfortable for daily wear. The material is breathable and looks suitable for both casual and office use. However, the fit could be better, and the material thickness is lower than expected—product images should reflect the actual thickness more accurately. Overall, a good shirt with minor improvements needed.",51,False,True,8.550894563086331e-06,8.028306267038184e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
All good except the thickness of the fabric is a bit less therefore it can seen through. The fabric is soft though.,0.5972910523414612,All good except the thickness of the fabric is a bit less therefore it can seen through. The fabric is soft though.,22,False,False,3.349570033606142e-05,0.00024195589498294626,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Overall good quality shirt and can be preferable for open shirt pattern. Shirt fabric quality can improve,0.945550262928009,Overall good quality shirt and can be preferable for open shirt pattern. Shirt fabric quality can improve,17,False,False,1.9051980416406877e-05,0.00015337348106504245,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
